s_variance_m_s,noise_per_ms,c_variance_rad,cog_rad,eph_y,eph_x,evh,eph,epv_x,timestamp,epv_y,epv,alt_ellipsoid_y,alt_y,vel_m_s,lat_y,evv,lat_x,x,lon_y,vel_d_m_s,alt_ellipsoid_x,lon_x,vel_n_m_s,y,vel_e_m_s,hdop,q[0],heading_y,satellites_used,q[3],vx,vdop,vy,alt_x,z,q[1],dist_bottom,q[2],vz,z_deriv,terrain_alt,az,ay,ax,jamming_indicator,ref_lon,fix_type,ref_alt,source,snr,gps_error_ratio
0.27075,109.0,0.641784945,5.739625,2.228250025,2.73469428,0.1553627333,0.5926293933,3.92981542,281948535,3.191000225,0.4039128933,85514.25,48418.0,0.04775000225,362048173.5,0.08716864,36.20481464,1.0170288,1382529187,-0.00424999975,86.279578,138.25292,0.00650000025,0.7054267133,0.03625000225,0.84,-0.36993337,-2.383852533,11.0,0.9289543,-0.007445997333,1.3,-0.01341674467,51.8884744,-0.1879802867,-0.01153328,0.68514306,-0.007768655,0.2399571367,0.08056178667,0.0,0.7318760333,6.3035357,-4.428720867,23.0,138.2529121,3.0,51.69883,0,0.007575757575757576,1.4672207872795824
0.2926551766,104.0,1.763564214,0.0,1.233862148,2.24409978,0.1468127,0.3871276,4.37112044,353995237,2.009724179,0.39656596,85994.34483,48898.13793,0.04600000362,362048074.4,0.1063630187,36.20480779,2.188530467,1382529191,0.02768965617,86.109404,138.2529191,-0.01803448234,0.23940206,-0.005310345,0.71,-0.31311142,-2.5051934,14.0,0.9496596,-0.03591658933,1.2099999,-0.03740135667,44.4617888,-0.2105739333,-0.010387738,0.4633072333,-0.000108937216,0.1492109733,0.044160982,0.0,-0.7499913333,4.629060267,0.7754535667,26.20689655,138.2529164,3.0,44.252674,0,0.007680084745864407,0.976199772668335
0.332400023,100.0,0.662907845,2.734358,1.4486001,2.25051654,0.1467525833,0.4223565533,4.3707252,451547372,2.28590013,0.3925210167,85209.2,48113.2,0.0556000028,362048145.4,0.09904436,36.20481373,2.849300133,1382529199,0.0092000002,85.3000128,138.2529204,-0.0013,0.3591757867,0.0101000003,0.71,-0.30964074,-2.511922767,14.0,0.9501088,0.07824829,1.2099999,-0.1034198307,44.437196,-0.1849111733,-0.0020356548,0.4634109333,0.037572227,-0.008184844533,0.07187856333,0.0,-0.6196467667,-3.881895533,4.717661667,23.0,138.2529164,3.0,44.252674,0,0.008130081300813009,1.0760100359742086
0.2454444522,101.0,0.7715119889,1.9975964,1.768666767,2.26170488,0.142282805,0.477206645,4.3706786,422048497,2.5257778,0.392463195,85848.0,48751.77778,0.02066666667,362048121.8,0.09613845,36.20481171,2.6255453,1382529241,-0.002333333778,85.933596,138.2529254,0.01788889044,0.80401368,0.009777777778,0.71,-0.31468603,-2.5015421,14.0,0.949145,-0.00386974925,1.2099999,-0.02193902575,44.4032122,-0.149784625,0.000521168,0.42828437,-0.009814341,0.13553089,0.04249936,0.0,0.01571695,-4.4053019,2.16797175,33.33333333,138.2529164,3.0,44.252674,0,0.007444168734676033,1.2159271266188414
0.2676774213,99.06451613,0.6630544229,2.734358,1.36261291,2.247273543,0.14895888,0.41595617,4.370322971,474892058,2.197677606,0.38932818,85467.58065,48371.51613,0.02109677513,362048123.9,0.09877909,36.20481256,2.72425,1382529180,0.01506451613,85.24753429,138.2529181,-0.01129032258,0.15376678,-0.01258064516,0.71,-0.30984643,-2.511371,14.0,0.95046665,0.0091126645,1.2099999,-0.03220758,44.34904971,-0.097422615,0.022492004,0.37592238,0.00769258935,-0.0074051158,-0.022607915,0.0,1.5403348,-9.487462,2.9972086,30.38709677,138.2529164,3.0,44.252674,0,0.007724894094386367,1.0683947152245696
0.4695200168,103.0,0.4988545088,2.7088234,1.366760044,2.2493172,0.16040523,0.41872194,4.3720603,361394133,2.140960088,0.40779817,85872.8,48776.36,0.1004,362048045.2,0.10898483,36.20480377,1.742665,1382529199,0.01828000096,85.96172,138.2529195,0.04008,0.27412564,0.0880800022,0.71,-0.30947855,-2.5089912,14.0,0.9486771,-0.27789,1.2099999,0.0006379017,44.40714,-0.15446658,-0.034111105,0.40719986,0.05541895,-0.13312015,-0.061610624,0.0,-1.8018806,3.28098,-2.0572479,19.12,138.2529164,3.0,44.252674,0,0.008188666885031117,1.026787197205912
0.3406129261,105.0,1.763523319,0.0,1.085709677,2.240410643,0.2237344733,0.3605865367,4.371068557,336897695,1.761419445,0.3947111267,86238.12903,49142.03226,0.01551612903,362048063.6,0.106280864,36.20480637,2.031003067,1382529199,0.057000004,86.81978714,138.2529199,0.00209677429,0.31288588,-0.01406451613,0.71,-0.32623684,-2.476091833,14.0,0.9452769,0.07398789,1.2099999,-0.02750202367,44.76686157,-0.5224797267,0.0041183755,0.77521302,-0.0020473371,-0.5088400133,-0.37936343,43.99994,2.327048053,-1.2313501,4.490212933,28.77419355,138.2529164,3.0,44.252674,0,0.007475283337262174,0.9135454065222327
0.3005517241,101.0,0.6422282897,5.739625,2.268137931,2.729115233,0.15930688,0.5662890467,3.9277891,330149230,2.9526208,0.3846354667,84509.58621,47413.58621,0.061,362048214.3,0.08285091667,36.20482076,1.696287033,1382529125,0.002172413614,84.5986,138.2529133,-0.005689656828,0.1080374233,0.04396552034,0.84,-0.3718338,-2.379252133,11.0,0.92825615,-0.02175080767,1.3,0.02245506183,51.83273333,-0.13297795,-0.00424921,0.6301407,0.007882516,0.1428052967,0.0050825982,0.0,0.9912832667,3.58147775,-0.73707892,13.24137931,138.2529121,3.0,51.69883,0,0.008753395713880934,1.4722746489254004
0.2705161461,100.0,0.6423735258,5.739625,1.905387126,2.716099817,0.1449330967,0.4953623333,3.926946783,351999575,2.677935655,0.3753830733,85228.45161,48132.45161,0.02180645161,362048202.0,0.07911819,36.20481973,1.582332333,1382529131,0.03358064729,85.04556,138.2529118,-0.02109677419,-0.025275451,0.004258064516,0.84,-0.3681614,-2.387727867,11.0,0.9297594,0.010634354,1.3,-0.04987092933,51.85285717,-0.1542075067,-0.0014076914,0.65137025,-0.0016602571,0.08140956,0.036747868,0.0,-0.9723606667,-5.042092767,6.7433628,20.5483871,138.2529121,3.0,51.69883,0,0.008295424136786314,1.3196181941430123
0.423266692,100.0,0.6199345853,5.359445981,1.6056001,2.706195286,0.1466943533,0.4394614467,3.926325514,375749089,2.371466667,0.36898435,85407.13333,48311.13333,0.25426668,362048219.4,0.07892091667,36.20482059,1.678329967,1382529153,-0.0653333376,85.25586829,138.2529156,0.1895333457,0.3176930167,-0.05713333427,0.8813333267,-0.3805915,-2.360776467,10.66666667,0.924741,-0.05867663267,1.341333333,0.02873139133,51.95368914,-0.2540562533,0.0003885071,0.7512190533,-0.0020196552,0.04942440933,-0.05556045067,0.0,-0.9467253267,5.144054667,-6.812677333,40.2,138.2529121,3.0,51.69883,1,0.007132667617689016,1.1910029428077369
0.2723793303,103.5517241,0.4988337072,2.7088234,1.294862124,2.24773804,0.154102265,0.40469153,4.3716552,359244456,2.073965517,0.40252986,85872.27586,48775.72414,0.03103448486,362048038.3,0.10734063,36.20480554,1.9413687,1382529197,0.07879310345,85.9769928,138.2529193,0.01465517241,0.26328088,-0.0275862069,0.71,-0.31462967,-2.50052545,14.0,0.9485195,-0.0239168667,1.2099999,-0.01849160575,44.4138776,-0.16089774,0.0358048,0.41363102,0.006084501,-0.072477405,-0.019730078,0.0,0.495089765,2.1822765,0.7070204,27.65517241,138.2529164,3.0,44.252674,0,0.0076215505937508735,1.0053702102994297
0.2881290323,106.0,0.6424684542,5.739625,1.612742035,2.707632214,0.1429747,0.4463825,3.926281957,367800944,2.375451613,0.36863938,85112.90323,48016.80645,0.02667741935,362048208.7,0.07804181433,36.20482077,1.697953167,1382529146,0.04593548587,85.13636057,138.2529152,0.02458064526,0.2756228233,-0.006870968645,0.84,-0.36420473,-2.395528,11.0,0.9313136,-0.041011606,1.3,0.015884356,51.94033286,-0.2418627467,-0.00064648036,0.73902554,-0.0031003628,0.10513145,0.0019612126,0.0,-0.02599663323,0.33675618,-3.140186087,32.80645161,138.2529121,3.0,51.69883,0,0.007204276086601995,1.2108920647598744
0.2634516252,102.0,0.7714347587,1.9975964,1.620096774,2.2576946,0.1412747967,0.45646624,4.371113567,410445766,2.511806652,0.3961733767,86050.48387,48954.09677,0.005709677806,362048100.8,0.09847044133,36.20480916,2.341199567,1382529238,0.0004838703548,85.94851267,138.252925,-0.003709677419,0.7683817733,-0.0008709677419,0.71,-0.31062427,-2.509431767,14.0,0.9505105,0.02758969533,1.2099999,0.04536077183,44.61801667,-0.36508014,-0.0037493336,0.64357992,-0.0053152726,0.1250647467,-0.002329428,0.0,0.4565243333,0.04675053333,-5.463533133,26.83870968,138.2529164,3.0,44.252674,0,0.007761642463540078,1.1521880743280142
1.125451613,160.0,0.6525605548,0.123660244,4.505,2.557512714,0.32632025,1.2704983,4.381107714,513847643,6.885645565,0.496853885,95401.48387,58305.48387,0.9170968423,362048467.1,0.1248871025,36.20484549,6.3981329,1382529442,-1.130645165,86.65885,138.2529404,-0.4519355129,2.1441542,0.794612971,0.78,-0.31627008,-2.4948701,12.0,0.94676584,0.54056035,1.3199999,0.408432375,44.45548286,-0.19547029,0.06004533,0.47397005,-0.0015274469,-0.1363528533,-0.1299706193,0.0,1.463993525,-4.161205525,-0.545797575,31.74193548,138.2529164,3.0,44.252674,2,0.005215343203335438,2.5570863756051745
0.28300002,100.0,0.6423719,5.739625,1.917,2.716360829,0.1471059125,0.500020835,3.927078414,351729040,2.6910002,0.37730883,85281.0,48185.0,0.025,362048202.0,0.0795748725,36.20481964,1.571706675,1382529134,0.042000003,85.04265286,138.252912,-0.024,-0.01305666713,0.006,0.84,-0.36709354,-2.3897331,11.0,0.9300404333,-0.0393198525,1.3,-0.0042049355,51.85610386,-0.1566999725,-0.007952157333,0.6538627,0.01391891,0.0493860285,0.011411338,0.0,-0.1398801375,5.946637725,-1.753858975,22.0,138.2529121,3.0,51.69883,0,0.00819672131147541,1.3252296136297688
0.2361613048,101.0,0.7715772448,1.9975964,1.639354939,2.2569298,0.1429475367,0.4528953467,4.370435667,433046270,2.411258187,0.3887351267,85619.29032,48523.06452,0.01335483894,362048132.9,0.09763628333,36.20481275,2.739699633,1382529224,0.007161291,85.87894667,138.2529244,0.009677420129,0.7207293167,-0.01012903303,0.71,-0.31509,-2.501172367,14.0,0.94904923,-0.07062707467,1.2099999,0.11472648,44.54284133,-0.29160992,-0.0026168344,0.57010968,-0.0041357325,-0.09771394333,-0.01164013067,0.0,-0.1081026133,0.1691521333,2.466680767,21.48387097,138.2529164,3.0,44.252674,0,0.008164340268482617,1.1650486812052738
1.13423337,160.0,0.6525495813,0.123660244,4.416233333,2.54947804,0.3262096633,1.2556379,4.3812146,513447754,6.6841004,0.4962276267,95137.16667,58041.16667,0.8930334033,362048467.0,0.12500623,36.20484374,6.185133167,1382529420,-1.118700037,86.602683,138.2529373,-0.046499997,1.8691677,0.6738000443,0.78,-0.31383246,-2.502168633,12.0,0.94794166,0.7852500267,1.3199999,0.4468352533,44.4398868,-0.18619677,-0.050297208,0.4646965267,-0.019645933,0.02668787267,0.03699114467,0.0,0.58895502,-4.678884467,8.857134,30.16666667,138.2529164,3.0,44.252674,2,0.005258545135753575,2.530366776130967
0.2414516252,100.0,0.6631736032,2.734358,1.326161329,2.245781017,0.1405817567,0.3967652867,4.370201883,495197241,2.136096835,0.38676004,85490.54839,48394.54839,0.04177419539,362048115.6,0.09647262833,36.20481183,2.638594433,1382529185,-0.03448387072,85.436285,138.2529183,0.02483871045,0.1682815333,-0.02664516374,0.71,-0.31786424,-2.494842667,14.0,0.9481278,0.0025196648,1.2099999,-0.03933276333,44.19173183,0.061424514,-0.00054652867,0.21707524,-0.003976516,0.02581499333,0.005992645667,0.0,1.0260513,-3.480705433,5.322862667,44.96774194,138.2529164,3.0,44.252674,0,0.006898086337123781,1.0258693910053376
1.124689755,160.0,0.6525128886,0.123660244,4.130207159,2.5185838,0.32792157,1.2079588,4.3809624,512193055,6.013138397,0.4941892,94042.48276,56945.82759,1.092620779,362048415.2,0.1255588,36.20483317,5.011772,1382529354,-0.995069,86.47052,138.2529322,1.04862071,1.4155294,0.2126896591,0.78,-0.31023675,-2.5114832,12.0,0.950351225,0.11018974,1.3199999,0.13080329,44.43563,-0.1829562,0.00254098265,0.46145594,0.021835711,-0.05736226,-0.014440894,0.0,2.2771559,1.2081882,-3.2704852,30.93103448,138.2529164,3.0,44.252674,2,0.00523749322745512,2.4443245623336165
0.2911290523,100.0,0.6423702452,5.739625,1.921935513,2.716641,0.14392567,0.49587855,3.9270074,351444651,2.694774394,0.3756403,85297.54839,48201.54839,0.03138709735,362048199.1,0.0791349,36.20481968,1.5767395,1382529134,0.09077419858,85.03887,138.2529121,-0.01064516071,0.0011699039,-0.00764516129,0.84,-0.36614871,-2.392082,11.0,0.930510335,-0.060222093,1.3,0.035056274,51.859524,-0.160695,0.00837768615,0.6578578,0.00338710535,0.06686903,0.03208513,0.0,0.7529818,6.784668,-3.2909641,19.67741935,138.2529121,3.0,51.69883,0,0.008355795148585813,1.3200887923899538
0.935200052,139.0,0.7228179576,0.58644736,6.00096,3.107420557,0.355044765,1.6004752,3.949925857,391700240,7.3613202,0.56810925,83107.28,46010.28,0.2072000008,362049308.4,0.19173809,36.20494801,15.8522245,1382529109,0.33244,85.40275857,138.2529179,-0.01604000096,0.52398735,-0.1946000192,0.8444,-0.17355752,-2.8567853,10.96,-0.035970815,0.155659605,1.3044,0.44326468,51.70085886,-0.0020930578,0.14157861,0.586076945,-0.97392994,-0.150031515,-0.071322983,0.0,-0.0237181755,0.07630371,-0.20473224,27.8,138.2529121,3.0,51.69883,1,0.005995203836930456,2.8171961642941037
0.290548409,102.0,0.7714001774,1.9975964,1.651451713,2.261127033,0.15312759,0.47179243,4.372535767,404646861,2.591483871,0.4112126667,85998.32258,48901.51613,0.04141935645,362048072.4,0.1058351407,36.20480626,2.0165417,1382529230,-0.007419354916,86.16246,138.2529229,-0.04022580703,0.58013081,0.01119354919,0.71,-0.31227928,-2.506857533,14.0,0.949986,-0.06180128667,1.2099999,0.05509009,44.838335,-0.5869695,-0.0027855549,0.8654692533,0.00072482787,0.1469926933,0.09368727467,0.0,0.7810993,2.158918,0.506135,36.93548387,138.2529164,3.0,44.252674,0,0.007197585326263276,1.1473197890185516
0.265100011,100.0,0.66311605,2.734358,1.42420001,2.251565117,0.1609304033,0.4343394067,4.371400667,484744745,2.22420001,0.4014707,85428.1,48331.2,0.0188,362048117.4,0.10322566,36.204812,2.656118867,1382529183,-0.0141,85.34248,138.2529186,0.0123000009,0.1930905767,0.0142,0.71,-0.31463823,-2.500971333,14.0,0.9491137,-0.1156791833,1.2099999,0.09350627,44.16134667,0.09104081833,-7.05e-05,0.18745894,-0.013641032,0.002353660333,0.009980705333,0.0,0.30703423,-1.869257647,1.547850033,32.1,138.2529164,3.0,44.252674,0,0.00757002271006813,1.0818707484755425
0.2647692508,100.0,0.6631249746,2.734358,1.397192408,2.2498326,0.14538114,0.4214821,4.370951,486399352,2.1926155,0.3957337,85416.0,48319.57692,0.01050000065,362048114.4,0.099045634,36.20481196,2.653564,1382529177,-0.02111538885,85.371185,138.2529195,-0.009923077346,0.27784777,0.001307692308,0.71,-0.3150658,-2.5008214,14.0,0.9485406,-0.029625066,1.2099999,0.37005383,44.183174,0.06950142,0.0002638144,0.20899832,0.03168901,0.042276077,0.026625069,0.0,0.5469318,6.107348,1.0298668,38.23076923,138.2529164,3.0,44.252674,0,0.007234279354519946,1.065064966668242
0.262,99.0,0.6630088077,2.734358,1.453538562,2.25246864,0.1432614533,0.4324964567,4.37124116,466543977,2.311846154,0.3986963933,85114.92308,48018.61538,0.02115384615,362048113.7,0.09890374667,36.20481146,2.595983467,1382529174,-0.01123077162,85.260445,138.2529178,0.01746153997,0.1265997233,-0.007538461538,0.71,-0.32228968,-2.485609233,14.0,0.94657004,-0.1184193933,1.2099999,-0.06277832133,44.5191772,-0.2662232333,-0.011405894,0.5447229967,-0.002115743,0.044402631,-0.0079882954,0.0,2.5910211,2.613143967,-3.7043322,16.84615385,138.2529164,3.0,44.252674,0,0.008632138113923235,1.0847764463586884
0.3081290484,101.0,0.6422050194,5.739625,2.321032258,2.732973867,0.17816457,0.5860638267,3.928145,326899902,2.965161329,0.3882065867,84364.12903,47268.12903,0.03548387339,362048210.2,0.08533276,36.20481894,1.4862869,1382529120,0.0175483871,84.741914,138.2529159,0.0245483869,0.3555920133,-0.009000000806,0.84,-0.37420142,-2.3725934,11.0,0.9242717,-0.22238924,1.3,0.26004668,51.90099567,-0.2025696533,-0.026033258,0.6997324267,0.0708337,0.1341886433,-0.002431179667,0.0,-1.576057433,2.800790133,-4.0849436,22.64516129,138.2529121,3.0,51.69883,0,0.008087659796525143,1.5096699715528037
0.3070322819,99.38709677,0.6630819339,2.734358,1.349387158,2.246809767,0.1420758767,0.40006317,4.370342433,479445995,2.194,0.3878372667,85659.87097,48563.87097,0.05380645161,362048124.8,0.09713196,36.20481236,2.696792633,1382529185,0.0985483871,85.30711867,138.2529178,0.04012903458,0.1288203833,-0.03112903465,0.71,-0.31672183,-2.497180267,14.0,0.94846356,-0.05418104333,1.2099999,-0.07636314667,44.279762,-0.02517171333,-0.008782612,0.3036714667,-0.0052035926,-0.05887729833,0.069348242,0.0,-1.783829567,-2.94750868,-3.2255126,29.32258065,138.2529164,3.0,44.252674,0,0.007769423558858299,1.0315232814113684
0.2985161381,104.0,1.763544606,0.0,1.185354839,2.2425232,0.1443651,0.38053954,4.3708572,345391486,1.881548442,0.39469105,86154.6129,49058.16129,0.01151612903,362048075.5,0.10556758,36.2048067,2.0677402,1382529190,-0.03461290323,86.425934,138.2529186,0.01151612903,0.19997287,0.0,0.71,-0.322572145,-2.4850416,14.0,0.94651515,-0.020613866,1.2099999,-0.053107068,44.6179,-0.36522612,-0.005654208,0.6179594,-0.00430713675,0.0057969843,0.01631856,0.0,0.9199849,-5.1815696,2.1194997,21.80645161,138.2529164,3.0,44.252674,0,0.00794871794890138,0.9641453486214091
1.6400001,131.0,0.4904176,2.7647352,3.006,2.3402864,0.2725337333,0.7689414333,4.377241383,507824026,3.2730002,0.45905935,88842.0,51745.0,1.4740001,362048033.0,0.1206303707,36.20481347,2.822870967,1382529132,-0.674,85.79523667,138.2529217,-1.0480001,0.4770850667,-1.0370001,4.16,-0.30891153,-2.5077599,4.0,0.9453119,-0.25193304,30.699999,0.31909332,44.19743733,0.054371523,0.043479303,0.2241282267,-0.09514214,-0.008125489,-0.0008816006667,0.0,-2.119766633,-1.2176393,-0.1123229333,42.0,138.2529164,0.0,44.252674,2,0.005780346820809248,1.6750370802816674
0.2800967942,102.0,0.4772838432,1.4001862,1.493516158,2.254187117,0.1481801333,0.4411705433,4.371619133,376546756,2.324096832,0.4022491,86268.35484,49172.06452,0.0490322619,362048041.1,0.1060491533,36.20480424,1.794756067,1382529203,-0.04609677748,86.0549425,138.2529202,0.0445483871,0.3375804933,0.006870968032,0.71,-0.323216,-2.483551167,14.0,0.9463092,-0.09630577,1.2099999,-0.05809225867,44.44320667,-0.1909214733,0.003042138,0.4436547567,-0.004599207,0.043164308,0.031081614,0.0,-0.4215429333,-6.456966933,1.4648795,19.96774194,138.2529164,3.0,44.252674,0,0.008198889182452302,1.0967595534707224
0.3120322671,101.0,0.6422072548,5.739625,2.308258065,2.731651933,0.16717565,0.5760089,3.92793995,327249877,2.956290432,0.3857465,84390.03226,47294.03226,0.0308709691,362048210.5,0.08419509667,36.20482014,1.6303043,1382529119,-0.001612903226,84.72566667,138.2529143,0.005387096226,0.1994250833,0.001999999548,0.84,-0.37664932,-2.369703433,11.0,0.92633045,0.072832796,1.3,-0.09567108267,51.89898667,-0.19937159,-7.31e-05,0.6965343533,0.006873306,0.1930142967,0.05912127533,0.0,1.0670977,3.538793333,-1.975079667,31.16129032,138.2529121,3.0,51.69883,0,0.007566512082158975,1.4932316949084439
0.248933336,100.0,0.6629606747,2.734358,1.394333433,2.250079967,0.1420360367,0.4200306667,4.370735083,459945467,2.265600173,0.3921884,85150.26667,48054.26667,0.01873333507,362048127.3,0.09734206333,36.20481321,2.791012033,1382529176,-0.04860000347,85.10005833,138.2529194,0.01113333333,0.27072928,0.01426666667,0.71,-0.32115334,-2.487946,14.0,0.9470209,-0.04702535767,1.2099999,-0.008324672,44.35835233,-0.105884994,-0.0018847408,0.38438475,-0.002904097,-0.1387027933,-0.025877276,0.0,-2.743135267,-9.966953767,6.531660333,21.53333333,138.2529164,3.0,44.252674,0,0.008228195282727049,1.0709920709026581
